# fixture=synthetic-moderate-straight
# centerline=straight; acceleration=moderate; sampling=explicit; timestamps=seconds; arc_distances=page_units
# direction=forward; rotation_degrees=0; speed_bands=0.104,0.300,0.500,0.700,0.833_normalized
# pen,1.000000000,4.000000000,0.000000000,1.000000000
down,0.0,0.0,0.0,-1.000000000,-1.000000000,-1.000000000
move,0.008,0.0,0.4,-1.000000000,-1.000000000,-1.000000000
move,0.016,0.0,1.2,-1.000000000,-1.000000000,-1.000000000
move,0.024,0.0,2.0,-1.000000000,-1.000000000,-1.000000000
move,0.032,0.0,2.8,-1.000000000,-1.000000000,-1.000000000
move,0.04,0.0,3.6,-1.000000000,-1.000000000,-1.000000000
move,0.048,0.0,4.4,-1.000000000,-1.000000000,-1.000000000
move,0.056,0.0,5.2,-1.000000000,-1.000000000,-1.000000000
move,0.064,0.0,6.0,-1.000000000,-1.000000000,-1.000000000
move,0.072,0.0,6.8,-1.000000000,-1.000000000,-1.000000000
move,0.08,0.0,7.6,-1.000000000,-1.000000000,-1.000000000
move,0.088,0.0,8.4,-1.000000000,-1.000000000,-1.000000000
move,0.092,0.0,9.552,-1.000000000,-1.000000000,-1.000000000
move,0.096,0.0,10.704000000000001,-1.000000000,-1.000000000,-1.000000000
move,0.1,0.0,11.856,-1.000000000,-1.000000000,-1.000000000
move,0.104,0.0,13.007999999999999,-1.000000000,-1.000000000,-1.000000000
move,0.108,0.0,14.16,-1.000000000,-1.000000000,-1.000000000
move,0.112,0.0,15.311999999999999,-1.000000000,-1.000000000,-1.000000000
move,0.116,0.0,16.463999999999999,-1.000000000,-1.000000000,-1.000000000
move,0.12,0.0,17.616,-1.000000000,-1.000000000,-1.000000000
move,0.124,0.0,18.768000000000001,-1.000000000,-1.000000000,-1.000000000
move,0.128,0.0,19.920000000000002,-1.000000000,-1.000000000,-1.000000000
move,0.132,0.0,21.840000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.136,0.0,23.760000000000002,-1.000000000,-1.000000000,-1.000000000
move,0.14,0.0,25.68,-1.000000000,-1.000000000,-1.000000000
move,0.144,0.0,27.600000000000001,-1.000000000,-1.000000000,-1.000000000
move,0.148,0.0,29.520000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.152,0.0,31.440000000000001,-1.000000000,-1.000000000,-1.000000000
move,0.156,0.0,33.359999999999999,-1.000000000,-1.000000000,-1.000000000
move,0.16,0.0,35.280000000000001,-1.000000000,-1.000000000,-1.000000000
move,0.164,0.0,37.200000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.168,0.0,39.120000000000005,-1.000000000,-1.000000000,-1.000000000
move,0.172,0.0,41.808000000000007,-1.000000000,-1.000000000,-1.000000000
move,0.176,0.0,44.496000000000002,-1.000000000,-1.000000000,-1.000000000
move,0.18,0.0,47.184000000000005,-1.000000000,-1.000000000,-1.000000000
move,0.184,0.0,49.872000000000007,-1.000000000,-1.000000000,-1.000000000
move,0.188,0.0,52.560000000000002,-1.000000000,-1.000000000,-1.000000000
move,0.192,0.0,55.248000000000005,-1.000000000,-1.000000000,-1.000000000
move,0.196,0.0,57.936000000000007,-1.000000000,-1.000000000,-1.000000000
move,0.2,0.0,60.624000000000009,-1.000000000,-1.000000000,-1.000000000
move,0.204,0.0,63.312000000000005,-1.000000000,-1.000000000,-1.000000000
move,0.208,0.0,66.0,-1.000000000,-1.000000000,-1.000000000
move,0.212,0.0,69.200000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.216,0.0,72.400000000000006,-1.000000000,-1.000000000,-1.000000000
move,0.22,0.0,75.599999999999994,-1.000000000,-1.000000000,-1.000000000
move,0.224,0.0,78.799999999999997,-1.000000000,-1.000000000,-1.000000000
move,0.228,0.0,82.0,-1.000000000,-1.000000000,-1.000000000
move,0.232,0.0,85.200000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.236,0.0,88.400000000000006,-1.000000000,-1.000000000,-1.000000000
move,0.24,0.0,91.599999999999994,-1.000000000,-1.000000000,-1.000000000
move,0.244,0.0,94.799999999999997,-1.000000000,-1.000000000,-1.000000000
move,0.248,0.0,98.0,-1.000000000,-1.000000000,-1.000000000
move,0.252,0.0,101.200000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.256,0.0,104.400000000000006,-1.000000000,-1.000000000,-1.000000000
move,0.26,0.0,107.599999999999994,-1.000000000,-1.000000000,-1.000000000
move,0.264,0.0,110.800000000000011,-1.000000000,-1.000000000,-1.000000000
move,0.268,0.0,114.0,-1.000000000,-1.000000000,-1.000000000
move,0.272,0.0,117.200000000000003,-1.000000000,-1.000000000,-1.000000000
move,0.276,0.0,120.400000000000006,-1.000000000,-1.000000000,-1.000000000
up,0.28,0.0,123.599999999999994,-1.000000000,-1.000000000,-1.000000000
